Name,Email,Phone Number,Street,State,Zip Code,Client Type,Preferred Home Type,Preferred Number of Bedrooms,Preferred Number of Bathrooms,Preferred Square Footage,Preferred School Rating,Assigned Employee
"Carter, Olivia",olivia.carter@example.com,(421)333-3875x3537,648 Diaz Tunnel Apt. 808,NJ,8355,owner,,,,,,"Murillo, Lydia"
"Martin, Jordan",jordan.martin@example.com,432-302-3115x804,15311 Jerry Locks Apt. 257,CT,6003,buyer,apartment,1,1,3434,2,"Hill, Allen"
"Macdonald, Mark",mark.macdonald@example.com,336.656.7425x68904,2462 Angela Fords Suite 992,NJ,8786,seller,,,,,,"Perry, Cynthia"
"Stevens, Marie",marie.stevens@example.com,+1-598-239-7809x115,08314 Jennifer Shoals Apt. 149,CT,6094,seller,,,,,,"Cordova, Virginia"
"Williams, Rebecca",rebecca.williams@example.com,(746)741-7823,868 Danielle Vista,NJ,7964,owner,,,,,,"Holland, Kristy"
"Young, Amy",amy.young@example.com,8862880494,99135 Christopher Haven,NJ,8368,owner,,,,,,"Olsen, Ann"
"Webb, James",james.webb@example.com,001-210-428-5855x7938,466 Heidi Summit Apt. 081,NJ,8289,owner,,,,,,"Watson, Samantha"
"King, Larry",larry.king@example.com,322-267-3421x589,49890 Debbie Road,NY,11637,buyer,townhouse,1,2,2803,6,"Meyer, Valerie"
"Pierce, Andrew",andrew.pierce@example.com,001-535-975-8692x2897,107 Garcia Divide Suite 691,NY,10871,renter,single house,1,2,2417,5,"Gray, Christina"
"Sweeney, Michael",michael.sweeney@example.com,402.903.5175,36878 Davidson Canyon,NY,11267,buyer,apartment,1,2,3044,5,"Romero, Diane"
"Cook, George",george.cook@example.com,511-811-9252,626 Hamilton Fork,NY,10260,seller,,,,,,"Greene, Courtney"
"Zuniga, Danny",danny.zuniga@example.com,(418)446-0077x1119,531 Walker Underpass,CT,6131,owner,,,,,,"Roman, Gabriela"
"Peterson, Christopher",christopher.peterson@example.com,646.968.3336x284,08878 David Freeway,NY,10960,owner,,,,,,"Davis, Craig"
"Parker, Jerry",jerry.parker@example.com,(232)700-6890x20998,204 Mary Corner Suite 201,NY,12948,seller,,,,,,"Shaffer, Jacqueline"
"Wall, Erica",erica.wall@example.com,4757849421,912 West Rest Apt. 409,NJ,7094,seller,,,,,,"Koch, Luis"
"Phillips, Jonathan",jonathan.phillips@example.com,-3941,51302 Caleb Fork Suite 582,NJ,8152,seller,,,,,,"Sims, Roberto"
"Williams, Jose",jose.williams@example.com,847.864.5945x8690,886 Joe Heights Apt. 014,CT,6385,renter,single house,2,3,2803,8,"Carlson, Megan"
"Bowman, Eric",eric.bowman@example.com,001-929-996-2498x381,62088 Pamela Plains Suite 512,NJ,8520,renter,condo,3,3,3212,8,"Carlson, Megan"
"Green, Susan",susan.green@example.com,001-674-970-7583,52231 Simpson Lodge,NY,11328,seller,,,,,,"Erickson, Dakota"
"Adams, Tony",tony.adams@example.com,926-811-4486,466 Lewis Brook Apt. 812,NJ,8323,renter,apartment,4,2,1892,4,"Ross, Molly"
"Spencer, Ashley",ashley.spencer@example.com,406-693-2615,3601 Bishop Harbors,NJ,8716,owner,,,,,,"Davis, Craig"
"Olson, Sergio",sergio.olson@example.com,368-318-0290x96096,12558 Ashley Bypass,NY,14863,renter,townhouse,3,1,1612,4,"Saunders, Kimberly"
"Cordova, Albert",albert.cordova@example.com,559-201-7902x823,711 Jimenez Street Suite 541,NJ,7071,renter,townhouse,4,1,3354,4,"Cameron, Katie"
"Gonzalez, Brenda",brenda.gonzalez@example.com,778-621-5908,15896 Robinson Green,NY,13831,buyer,apartment,5,1,2564,3,"Murillo, Lydia"
"Vega, Max",max.vega@example.com,+1-922-819-5816x265,0193 William Run Suite 708,NJ,8295,renter,townhouse,1,3,908,3,"Wood, Maria"
"Hammond, Omar",omar.hammond@example.com,(321)985-2189,003 Little Parkways Apt. 762,CT,6190,owner,,,,,,"Obrien, Stephanie"
"Young, Scott",scott.young@example.com,+1-268-645-1856x69108,1573 Adam Crescent,CT,6026,seller,,,,,,"Meyer, Valerie"
"Roberson, Carlos",carlos.roberson@example.com,746.315.7186,733 Hailey Mill Suite 684,NY,14268,renter,apartment,1,1,500,5,"Roberts, Sandra"
"Kim, Matthew",matthew.kim@example.com,427.743.4520,05216 Troy Run Apt. 534,NY,13297,buyer,townhouse,4,3,606,7,"Zimmerman, Melissa"
"Munoz, Colleen",colleen.munoz@example.com,328.821.7987,9237 Sandra Roads Suite 478,CT,6181,owner,,,,,,"Lowery, Michael"
"Dixon, Patricia",patricia.dixon@example.com,416.978.2122,228 Patricia Walk,NJ,7210,owner,,,,,,"Hill, Allen"
"Wells, Heather",heather.wells@example.com,001-381-414-0860,00016 Robert Lodge,CT,6279,seller,,,,,,"Greene, Courtney"
"Johnson, Timothy",timothy.johnson@example.com,453.805.0262x74878,8959 Anderson Circle Suite 283,CT,6145,owner,,,,,,"Moore, Robert"
"Lloyd, Judy",judy.lloyd@example.com,5666719457,4315 Krista Court Apt. 551,NY,12199,seller,,,,,,"Munoz, Paul"
"Burton, Miguel",miguel.burton@example.com,955.766.7701x4866,326 Courtney Village,CT,6355,renter,single house,4,1,557,8,"Parker, Stephanie"
"Pierce, Jessica",jessica.pierce@example.com,517.944.6934x69899,9899 Yang Islands,NY,14757,seller,,,,,,"Olson, Andrea"
"Snyder, Janet",janet.snyder@example.com,001-914-433-9669x16124,86370 Amy Square,CT,6370,buyer,townhouse,2,1,3169,6,"Leon, Patrick"
"Ochoa, Maria",maria.ochoa@example.com,619.583.4414,71002 Young Trace,NJ,7569,seller,,,,,,"Obrien, Stephanie"
"Bolton, Kristin",kristin.bolton@example.com,+1-547-306-5689x54073,483 Katherine Common,NY,12614,buyer,townhouse,3,1,1232,6,"Olson, Andrea"
"Vang, Jacqueline",jacqueline.vang@example.com,001-499-794-8183x480,6182 Amy Prairie Suite 000,NY,10607,seller,,,,,,"Barry, Megan"
"Jordan, Mackenzie",mackenzie.jordan@example.com,802.669.2610,91668 Nicholas Plaza Apt. 314,CT,6347,owner,,,,,,"Galvan, Alyssa"
"Webster, Jerry",jerry.webster@example.com,(253)570-6511x5884,48595 Gonzalez Tunnel,NY,12557,buyer,condo,3,2,3470,4,"Collier, James"
"Maldonado, James",james.maldonado@example.com,239-748-0627x4412,51319 Thomas Camp,NJ,8700,seller,,,,,,"Perry, Cynthia"
"Schneider, Amber",amber.schneider@example.com,626-751-0464,4649 Mcdonald Mills,CT,6320,seller,,,,,,"Bell, Christopher"
"Johnson, Dylan",dylan.johnson@example.com,576.682.5771x402,52407 Williams Courts,NJ,8330,buyer,condo,1,3,1233,9,"Evans, Christina"
"Williams, Joseph",joseph.williams@example.com,308-497-0435x97883,2572 Michael Road Suite 388,NY,14481,seller,,,,,,"Lee, Melissa"
"Nichols, Eric",eric.nichols@example.com,(706)546-7586x361,0809 Dudley Centers,CT,6071,owner,,,,,,"Skinner, Aaron"
"Harris, Jacqueline",jacqueline.harris@example.com,(906)567-2097x515,3364 Heather Skyway Suite 784,NY,10755,renter,apartment,1,1,1676,1,"Parker, Stephanie"
"Simmons, Molly",molly.simmons@example.com,(575)697-2464x09660,9301 Hahn Mission Apt. 997,CT,6072,buyer,townhouse,5,1,1713,4,"Garcia, Craig"
"Davis, Latoya",latoya.davis@example.com,001-931-245-7573x110,9182 Smith Overpass Suite 640,CT,6237,renter,apartment,2,2,1506,8,"Shaw, Thomas"
"Thompson, Randy",randy.thompson@example.com,(358)707-1039,14564 Nicole Flats Suite 840,CT,6157,seller,,,,,,"Watson, Samantha"
"Martin, Julie",julie.martin@example.com,(990)972-4585x84107,66216 Nancy Streets Suite 065,CT,6071,seller,,,,,,"Greene, Courtney"
"Rivera, Paul",paul.rivera@example.com,430.668.6048,196 Harrington Landing,NJ,8719,renter,single house,2,2,1248,9,"Hodges, Patrick"
"Hernandez, Donna",donna.hernandez@example.com,+1-949-947-1171x51773,914 Palmer Ferry,CT,6122,owner,,,,,,"Tanner, Sean"
"Mcdonald, Janet",janet.mcdonald@example.com,(398)265-2475x10419,439 Megan Via Suite 482,CT,6057,seller,,,,,,"Hodges, Patrick"
"Carlson, William",william.carlson@example.com,(975)470-6207x37804,32388 Julie Islands Apt. 011,CT,6190,buyer,townhouse,4,1,1059,3,"Ross, Patricia"
"Edwards, Andrew",andrew.edwards@example.com,001-255-373-7477x3760,2057 Curtis Motorway,CT,6375,buyer,condo,4,1,1361,1,"Cruz, Connie"
"Callahan, Rebecca",rebecca.callahan@example.com,620.229.0544,75443 Peterson Ranch,NY,13789,owner,,,,,,"Morse, Randy"
"Patrick, Michele",michele.patrick@example.com,(662)221-0739x53333,5973 Kathryn Street Apt. 969,CT,6314,renter,townhouse,2,3,660,3,"Anderson, Joseph"
"Taylor, Dawn",dawn.taylor@example.com,750-763-7904x52574,713 Holder Shore Suite 475,NY,14677,owner,,,,,,"Hill, Allen"
"Frost, Kent",kent.frost@example.com,(807)869-4228x02875,3172 Morales Bridge Suite 696,CT,6132,owner,,,,,,"Bell, Christopher"
"Smith, Scott",scott.smith@example.com,878.568.0079x78313,473 Cook Wells,NJ,8734,renter,townhouse,1,2,2071,3,"Ross, Patricia"
"Jones, Tracy",tracy.jones@example.com,680.373.8754x2074,64525 Roger Point Apt. 509,NY,13412,seller,,,,,,"Bright, Robert"
"Avila, Lauren",lauren.avila@example.com,+1-440-655-3220x98897,5221 Jessica Rue,NY,11382,owner,,,,,,"Roberts, Sandra"
"Smith, Brian",brian.smith@example.com,001-454-354-4637x55321,882 Smith Spurs,CT,6313,buyer,apartment,5,2,2952,3,"Turner, Cynthia"
"Ortiz, Charles",charles.ortiz@example.com,+1-541-917-9510x2192,574 Matthews Ford,NJ,7675,renter,single house,2,2,1461,5,"Leon, Patrick"
"Pena, Timothy",timothy.pena@example.com,+1-388-374-4520x111,1219 King Circle Suite 808,NJ,7605,renter,condo,1,3,3204,10,"Olson, Andrea"
"Davis, Brandon",brandon.davis@example.com,271-791-5011,1490 Fisher Field Suite 595,NJ,7954,owner,,,,,,"Wilcox, Frank"
"Newton, Tiffany",tiffany.newton@example.com,856.485.6972x64348,064 Liu Coves,NJ,8077,renter,single house,3,2,1348,7,"Adams, Ashley"
"Alexander, Lisa",lisa.alexander@example.com,(200)338-5135,198 Campbell Ferry Apt. 671,NY,10340,renter,townhouse,5,1,3057,9,"Lewis, Kara"
"Johnson, April",april.johnson@example.com,001-856-911-2954x1471,9604 Patel View,NY,13912,seller,,,,,,"Willis, Stephanie"
"Carr, Dan",dan.carr@example.com,+1-391-665-5481x20401,06479 Chloe Forge,NY,13307,seller,,,,,,"Lewis, Kara"
"Butler, Thomas",thomas.butler@example.com,212.237.4659x951,00953 William Shoals,CT,6064,owner,,,,,,"Turner, Cynthia"
"Morris, Jonathan",jonathan.morris@example.com,984.810.1312,501 Bond Parkway,NY,10710,seller,,,,,,"Garcia, Hannah"
"Marshall, Jennifer",jennifer.marshall@example.com,001-420-730-9502,08876 Lamb Roads,NJ,7260,buyer,townhouse,1,2,2854,4,"Taylor, Jessica"
"Norton, Joanne",joanne.norton@example.com,780.706.6772x7624,0981 Hannah Flats,NY,12911,seller,,,,,,"Garcia, Hannah"
"Lee, April",april.lee@example.com,(746)886-6089x52560,3465 Nichols Street Suite 166,NY,12552,seller,,,,,,"White, Gregory"
"Wallace, Lauren",lauren.wallace@example.com,579.481.3929,037 Christopher Island Apt. 218,NY,10019,owner,,,,,,"Cox, Kathleen"
"Davis, James",james.davis@example.com,001-629-523-3669x091,632 Small Hill,NJ,8972,owner,,,,,,"Pham, Karen"
"Butler, Kayla",kayla.butler@example.com,979-965-7333x6793,7154 Gregory Wall,CT,6089,renter,condo,1,1,3486,0,"Taylor, Richard"
"Mata, Justin",justin.mata@example.com,001-716-227-9001,029 Victor Springs Suite 160,NJ,7754,owner,,,,,,"Mcgrath, Alison"
"Thornton, Jessica",jessica.thornton@example.com,712-236-7458,017 Christopher Island Apt. 491,NJ,7064,seller,,,,,,"Bradley, Michael"
"Smith, Jennifer",jennifer.smith@example.com,001-378-596-8296x513,5616 Frank Island Apt. 578,NJ,8548,buyer,single house,4,3,2179,3,"Bright, Robert"
"Mccormick, Raymond",raymond.mccormick@example.com,4134224881,40756 Clayton Falls,NY,11037,renter,apartment,1,3,854,1,"Moore, Robert"
"Garcia, Mallory",mallory.garcia@example.com,972.499.3747x14690,8346 Darrell Trace Suite 615,NY,12896,renter,townhouse,4,1,754,3,"Erickson, Dakota"
"Carroll, Julia",julia.carroll@example.com,943-671-0366,4881 Miller Meadow,NY,13093,seller,,,,,,"Miller, Alejandro"
"Bryan, Kayla",kayla.bryan@example.com,001-485-366-3097x263,28826 Williams Common,NJ,7193,owner,,,,,,"Kane, Diana"
"Carpenter, Kathleen",kathleen.carpenter@example.com,(951)602-2590x1509,022 Erin Keys,CT,6024,buyer,apartment,5,1,1106,1,"Hines, Monica"
"Cooley, Anthony",anthony.cooley@example.com,811-605-4850x601,1046 Clark Terrace Suite 747,NY,10609,owner,,,,,,"Anderson, Joseph"
"Black, Justin",justin.black@example.com,+1-578-718-9963x72273,08221 Castillo Village Suite 153,NY,10363,buyer,single house,3,3,1168,5,"Grant, Douglas"
"Morrow, Stacy",stacy.morrow@example.com,001-420-267-7593x23530,32692 Alan Centers Suite 411,NJ,7605,buyer,condo,1,1,3063,0,"Murillo, Lydia"
"Jones, Daniel",daniel.jones@example.com,-11040,358 Hayden Springs,NJ,7473,buyer,apartment,4,3,2124,7,"Vaughan, Robert"
"Mcclain, Nicole",nicole.mcclain@example.com,(288)654-0149x511,8936 Young Mount Apt. 584,CT,6140,owner,,,,,,"Munoz, Paul"
"Wilson, Jamie",jamie.wilson@example.com,+1-527-233-4704x5212,28151 Christopher Extension Apt. 281,CT,6107,renter,single house,4,1,3331,10,"Norris, Joshua"
"Ball, Brian",brian.ball@example.com,001-322-934-1732x6775,409 Stone Union Apt. 610,CT,6174,owner,,,,,,"Davis, Ashley"
"Bond, Erik",erik.bond@example.com,463-299-0037x3461,05140 Ashley Rapids,NJ,7857,buyer,single house,5,1,1147,1,"Clements, Derek"
"Walsh, Danny",danny.walsh@example.com,(490)988-2904x29494,59019 Ronald Land,NJ,8441,seller,,,,,,"Brown, John"
"Moore, Ronald",ronald.moore@example.com,001-559-612-4823x8552,3674 Andrews Locks Apt. 681,CT,6028,renter,single house,2,2,1782,3,"Galvan, Alyssa"
"Smith, Jessica",jessica.smith@example.com,001-303-400-3440x3161,0384 Whitney Cove,NJ,7467,seller,,,,,,"Lopez, Katherine"
"Haynes, Gina",gina.haynes@example.com,729.550.5169x1195,3359 Moore Highway Suite 632,NJ,8719,owner,,,,,,"Davis, Craig"
"Holt, Alex",alex.holt@example.com,001-455-219-5215x0224,0813 Evan Street Suite 091,NY,10564,renter,apartment,1,1,2217,8,"Saunders, Kimberly"
"Moore, Michael",michael.moore@example.com,277-907-5336,5831 Douglas Estate Apt. 172,NJ,7679,seller,,,,,,"Gomez, Shannon"
"Green, Karen",karen.green@example.com,(662)274-7377,877 Johnson Drive,NY,11921,owner,,,,,,"Zimmerman, Melissa"
"Hines, David",david.hines@example.com,622.202.0133,524 Laura Ramp Apt. 528,NY,10096,renter,single house,1,2,2237,8,"Jones, Sarah"
"Austin, Julie",julie.austin@example.com,405.882.8248x0817,752 Allen Brook,NJ,8635,seller,,,,,,"Hughes, Jennifer"
"Rogers, Anthony",anthony.rogers@example.com,962.681.4304,593 Hicks Summit,NY,13557,renter,apartment,5,2,3216,3,"Diaz, Bianca"
"Morales, Eric",eric.morales@example.com,(427)585-7733,4462 Jennifer Manors,NJ,8449,renter,condo,4,2,1594,3,"Adams, Ashley"
"Young, Daniel",daniel.young@example.com,608-793-9001x3366,79295 Veronica Cliffs Suite 939,NJ,7674,owner,,,,,,"Walker, Aaron"
"Huang, Richard",richard.huang@example.com,981-534-6946x5214,57557 Lindsay Green Suite 289,NY,10972,renter,single house,4,2,3218,7,"Paul, Ashley"
"Davila, Holly",holly.davila@example.com,310-526-4057x3847,333 Daniel Pines Suite 647,NY,11882,buyer,condo,1,3,1503,1,"Mccann, Wendy"
"Thomas, Antonio",antonio.thomas@example.com,001-850-498-0755x7500,3247 Caleb Plaza,NY,14443,renter,townhouse,1,1,1443,8,"Norris, Joshua"
"Vasquez, Jacqueline",jacqueline.vasquez@example.com,932.938.0207x699,685 Rose Stream,NY,12897,owner,,,,,,"Adams, Ashley"
"Russo, Lisa",lisa.russo@example.com,214-771-7060,094 Christopher Land Suite 533,CT,6116,buyer,single house,4,3,1172,8,"Gonzales, Catherine"
"Arias, Rebecca",rebecca.arias@example.com,462.496.6724x12996,82455 Rachel Rest Apt. 409,NJ,8910,renter,single house,4,2,2064,9,"Cox, Kathleen"
"Washington, Stephen",stephen.washington@example.com,7957303936,1325 Hahn Hollow Apt. 525,NJ,8888,renter,apartment,4,2,1358,3,"Galvan, Alyssa"
"Hodge, Jose",jose.hodge@example.com,837-544-8870,24143 Jose Drive,NY,14316,owner,,,,,,"Gray, Christina"
"King, Stephen",stephen.king@example.com,001-648-486-7709,4675 Karen Drives,CT,6046,seller,,,,,,"Garcia, Christopher"
"Gibson, Rebekah",rebekah.gibson@example.com,(783)540-3274x75859,9699 Brown Lake,CT,6010,renter,condo,2,1,914,2,"Morse, Randy"
"Kirk, Joseph",joseph.kirk@example.com,805-888-0865x646,23580 Sylvia Harbors Apt. 835,NY,11335,seller,,,,,,"Roberts, Sandra"
"Krueger, Stephanie",stephanie.krueger@example.com,(894)520-7825,09007 Green Spur,CT,6041,buyer,apartment,1,1,1979,3,"Paul, Ashley"
"Robinson, Annette",annette.robinson@example.com,747-680-7459x878,88259 Michael Shore,NJ,8582,buyer,condo,2,1,3229,10,"Roman, Gabriela"
"Jenkins, Zoe",zoe.jenkins@example.com,7524681033,476 Ariana Ville Apt. 064,NY,11583,owner,,,,,,"Skinner, Aaron"
"Larson, Kyle",kyle.larson@example.com,8375092095,0708 Linda Center Apt. 374,NJ,8698,owner,,,,,,"Brown, John"
"Krueger, Brian",brian.krueger@example.com,9778027792,35676 Gabriel Road,CT,6301,renter,single house,5,1,2311,6,"Wood, Maria"
"Garcia, Yvonne",yvonne.garcia@example.com,001-315-871-5538x60207,1705 Martin Lakes Suite 587,NY,10137,renter,single house,4,1,1902,1,"Miller, Alejandro"
"Ray, Leslie",leslie.ray@example.com,(344)717-5372,8594 April Island,NY,14443,renter,condo,1,2,3226,8,"Cruz, Connie"
"French, Amber",amber.french@example.com,(417)832-9939x8952,470 Michael Tunnel,NY,14835,seller,,,,,,"Clements, Derek"
"Quinn, Robin",robin.quinn@example.com,5583136286,3228 Burnett Pine,NJ,7183,buyer,apartment,2,2,3256,9,"Olson, Andrea"
"Watts, Jamie",jamie.watts@example.com,001-762-374-0101,90260 Juan Trail,NY,13330,seller,,,,,,"Ross, Molly"
"Warren, April",april.warren@example.com,+1-607-585-9377x236,345 Cynthia Corner,NY,12802,buyer,apartment,3,2,2666,9,"Collins, Briana"
"Anderson, Courtney",courtney.anderson@example.com,001-899-754-4877x19580,590 Little Springs Apt. 709,CT,6376,owner,,,,,,"Evans, Teresa"
"Douglas, William",william.douglas@example.com,-2274,668 Katherine Manor,NJ,8265,buyer,townhouse,2,1,3061,2,"Erickson, Dakota"
"Cox, Dawn",dawn.cox@example.com,5486126735,481 Veronica Glen,NY,14287,seller,,,,,,"Wood, Katelyn"
"Woodward, Brittney",brittney.woodward@example.com,913-545-7820x3021,85950 Lisa Inlet,CT,6122,renter,apartment,4,1,1320,3,"Wood, Katelyn"
"Miles, Diana",diana.miles@example.com,001-972-474-0065x903,86992 White Canyon,NY,12597,owner,,,,,,"Taylor, Jessica"
"Dawson, Edward",edward.dawson@example.com,001-705-400-4263,214 Kristopher Crescent,NY,10452,owner,,,,,,"Ross, Molly"
"Johnson, Tyler",tyler.johnson@example.com,(726)658-0985,05326 Perez Wells,NJ,8608,renter,townhouse,1,3,1503,10,"Davis, Ashley"
"Crosby, Diane",diane.crosby@example.com,(503)704-6410x94605,03129 Holly Avenue,CT,6015,seller,,,,,,"Diaz, Bianca"
"Rios, Dominique",dominique.rios@example.com,(627)787-0823,862 Brenda Cove,NY,10325,buyer,single house,3,2,3117,7,"Diaz, Bianca"
"Webb, Terri",terri.webb@example.com,-6595,3490 Nelson Common,NJ,7672,seller,,,,,,"Rios, Mary"
"Sherman, Christopher",christopher.sherman@example.com,433-682-7976,84066 Frazier Keys,NY,12336,buyer,single house,1,2,571,0,"Perry, Cynthia"
"Rogers, William",william.rogers@example.com,(510)535-1479,463 Murillo Greens,NY,12639,buyer,apartment,2,2,972,9,"White, Gregory"
"Cannon, Andrew",andrew.cannon@example.com,(626)951-8420x28286,55322 Cabrera Ports,NY,13658,buyer,condo,2,2,2863,6,"Garrett, Raymond"
"Garner, Bernard",bernard.garner@example.com,571.221.0818x45155,92151 Walker Circle Apt. 781,NY,14632,owner,,,,,,"Mccann, Wendy"
"Wilson, Tonya",tonya.wilson@example.com,001-970-228-1628x7859,21109 Mcdonald Unions Apt. 868,NJ,8925,seller,,,,,,"Harris, Jennifer"
"Baxter, Jennifer",jennifer.baxter@example.com,001-522-748-3443x26861,66331 Ronald Wall Suite 175,NY,11846,renter,single house,4,3,3376,8,"White, Gregory"
"Ruiz, Karen",karen.ruiz@example.com,803-591-2459,168 Taylor Hill,CT,6057,owner,,,,,,"Pham, Karen"
"Thomas, Brian",brian.thomas@example.com,001-488-568-8762x7459,29229 Johnson Shores,NY,13007,buyer,townhouse,5,3,2167,4,"Mata, Miranda"
"Klein, Julie",julie.klein@example.com,695-810-0085x3049,12112 Long Trace Apt. 927,CT,6186,renter,single house,2,1,2580,8,"Tanner, Sean"
"Melton, Brent",brent.melton@example.com,001-511-351-6053x63871,3773 Barton Terrace,NJ,7107,renter,single house,4,3,855,4,"Campos, Michael"
"Arellano, Annette",annette.arellano@example.com,206-594-0302x83032,1787 Gibbs Walk Apt. 440,NJ,8456,buyer,apartment,1,2,1590,9,"Olson, Andrea"
"Hill, Lisa",lisa.hill@example.com,-7034,54833 Brian Vista,NJ,8668,seller,,,,,,"Zimmerman, Melissa"
"Jones, Elizabeth",elizabeth.jones@example.com,793-452-7718,3697 Nelson Ridge,NY,11043,buyer,single house,4,2,2610,10,"Thomas, Kenneth"
"Greene, Adrienne",adrienne.greene@example.com,+1-573-482-6147x09840,8170 Torres Knolls,CT,6358,owner,,,,,,"Lee, Melissa"
"Harris, Joshua",joshua.harris@example.com,(520)666-5158x80927,83775 Cook Spring,NY,10297,seller,,,,,,"Shaw, Thomas"
"Estrada, Yolanda",yolanda.estrada@example.com,7295224957,4458 Jennifer Rapids,NJ,7589,seller,,,,,,"Romero, Diane"
"Hopkins, James",james.hopkins@example.com,678.582.4033x9175,86850 Nicole Pass,NJ,7865,renter,condo,4,3,3307,1,"Bell, Christopher"
"Olson, Brenda",brenda.olson@example.com,001-981-839-2301x405,62818 Anderson Causeway,CT,6324,owner,,,,,,"Vargas, Leah"
"Parker, Brandy",brandy.parker@example.com,335.901.5029x393,79779 Obrien Shore,CT,6262,renter,condo,5,1,2423,3,"Erickson, Dakota"
"Smith, Jonathon",jonathon.smith@example.com,001-227-515-9231x3949,4169 Johnson Hills Suite 299,NY,13459,owner,,,,,,"Johnson, Angelica"
"Lee, John",john.lee@example.com,(994)418-0366x390,08368 Collins Branch Suite 720,NY,12977,renter,condo,3,1,746,7,"Watson, Samantha"
"Steele, Karen",karen.steele@example.com,+1-871-251-5509x43853,108 Erica Cove Suite 652,NJ,8369,buyer,townhouse,5,1,1453,4,"Roberts, Sandra"
"Smith, Benjamin",benjamin.smith@example.com,913.458.0896x86085,388 Jonathan Neck Apt. 581,CT,6125,seller,,,,,,"Cox, Kathleen"
"Spence, Gwendolyn",gwendolyn.spence@example.com,468-707-9906x980,1847 Robinson Pike,CT,6317,buyer,townhouse,2,2,1155,10,"Brown, Ryan"
"Phillips, Antonio",antonio.phillips@example.com,+1-993-822-0215x480,35447 Brianna Bypass Suite 239,NY,14473,owner,,,,,,"Howard, Katherine"
"Larson, Natasha",natasha.larson@example.com,288-274-2879,988 Michael Vista,NY,12251,buyer,single house,3,1,1378,7,"Roman, Gabriela"
"Mullins, Katherine",katherine.mullins@example.com,+1-627-740-5770x5469,707 Amy Parkways Apt. 061,NJ,7504,buyer,apartment,1,1,539,1,"Williams, Kristy"
"Dorsey, Makayla",makayla.dorsey@example.com,6336017589,996 Stewart Forges,CT,6239,seller,,,,,,"Tanner, Sean"
"Douglas, Beth",beth.douglas@example.com,+1-693-968-2801x4054,729 Graves Extensions,NJ,7054,renter,condo,3,3,2567,3,"Romero, Diane"
"Lloyd, Daniel",daniel.lloyd@example.com,633-523-2289x576,45095 Vasquez Stravenue Apt. 258,NY,12230,renter,single house,1,3,3251,0,"Leon, Patrick"
"Castro, Eric",eric.castro@example.com,5499268019,43423 Jane Vista Apt. 849,NY,11477,seller,,,,,,"Howard, Katherine"
"Wall, Gabriel",gabriel.wall@example.com,631.357.4709,98994 Palmer Parks Suite 169,CT,6354,owner,,,,,,"Walker, Aaron"
"Thomas, Ashley",ashley.thomas@example.com,558-232-4458x4323,970 Roth Springs Suite 064,CT,6306,owner,,,,,,"Moore, Robert"
"Joseph, Samantha",samantha.joseph@example.com,353.716.1175,82185 Stone Pike Apt. 000,NJ,8191,seller,,,,,,"Gray, Christina"
"Wilson, Kathryn",kathryn.wilson@example.com,894.611.1789x626,96665 Hector Flat,NY,13939,renter,condo,5,3,1573,5,"Shaffer, Jacqueline"
"Williams, Corey",corey.williams@example.com,949-904-8229,431 Bailey Plaza Suite 657,NY,12845,owner,,,,,,"Marshall, Nicole"
"Richard, Robert",robert.richard@example.com,001-850-603-8143x64367,035 Werner Expressway Apt. 318,NY,12443,owner,,,,,,"Simpson, Christina"
"Perkins, Lisa",lisa.perkins@example.com,001-807-278-4695x14312,112 Jones Mountains Apt. 700,CT,6032,buyer,townhouse,4,3,2488,1,"Vaughan, Robert"
"White, Ryan",ryan.white@example.com,001-337-381-5792x8883,2527 Leslie Brooks Apt. 375,NJ,7659,owner,,,,,,"Wilcox, Frank"
"Lopez, Donna",donna.lopez@example.com,414.428.2444,0550 Harry Centers,NJ,8533,buyer,townhouse,5,1,741,9,"Frye, Angela"
"Robinson, Mark",mark.robinson@example.com,782.647.3299x77296,46210 Castro Ramp,NY,12942,buyer,single house,5,3,2793,2,"Evans, Teresa"
"Thomas, Christina",christina.thomas@example.com,520-581-3275,44803 David Path Apt. 233,NJ,7173,buyer,single house,2,3,551,5,"Terry, Zachary"
"Moore, Emily",emily.moore@example.com,566-786-2486,394 Copeland Unions Suite 270,CT,6210,owner,,,,,,"Andrews, Faith"
"Moore, Cynthia",cynthia.moore@example.com,001-690-311-6015x87516,086 Brian Spring,NJ,8470,buyer,single house,4,1,823,9,"Thomas, Kenneth"
"Robertson, Tony",tony.robertson@example.com,-9071,089 Scott Walk Apt. 189,NJ,7209,buyer,apartment,1,1,798,5,"Taylor, Richard"
"Haynes, Nicholas",nicholas.haynes@example.com,753-758-3457x2604,87838 Deborah Plain,NJ,7763,seller,,,,,,"Fletcher, Margaret"
"Carlson, Alexis",alexis.carlson@example.com,3744313898,715 Thomas Terrace,CT,6173,buyer,single house,1,1,2950,9,"Erickson, Dakota"
"Simmons, Anthony",anthony.simmons@example.com,207-689-0428x320,5844 Mcbride Roads Apt. 489,CT,6013,seller,,,,,,"Gonzales, Catherine"
"Morris, Ian",ian.morris@example.com,001-403-921-4412,9534 Mallory Common,NY,14667,buyer,townhouse,4,3,2126,0,"Campbell, Christopher"
"Wiggins, Michael",michael.wiggins@example.com,837.971.8274,76285 Hamilton Ford,CT,6257,owner,,,,,,"Evans, Christina"
